id,decision,decision__agree_n,confidence,confidence__agree_n,exclusion_criterion,exclusion_criterion__agree_n,n_models,unanimous,decision__qwen2.5-14b,decision__llama3.1-8b,decision__ministral-3-14b,exclusion_criterion__qwen2.5-14b,exclusion_criterion__llama3.1-8b,exclusion_criterion__ministral-3-14b,confidence__qwen2.5-14b,confidence__llama3.1-8b,confidence__ministral-3-14b
VAG3DZZA,Exclude,3,100,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,100,100,100
VAIAJT2Y,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
VCFKCB3U,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
VCSZP4N8,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
VDDW57X2,Include,2,95,3,,0,3,False,Include,Include,Exclude,,,E2,90,100,95
VDSFNCGW,Exclude,3,97,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,95
VESUYTTQ,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
VF4SKHZV,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
VFC4M3RQ,Include,2,87,3,,0,3,False,Include,Exclude,Include,,E2,,80,80,100
VGIFDR4E,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
VGNMDX7L,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
VGWZIH98,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
VIA658PU,Exclude,3,95,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,90,100,95
VJB2TCY9,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
VJUL49AP,Exclude,3,70,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,30,80,100
VKXP2FZI,Exclude,3,93,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,80,100
VKYIJWSY,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
VLMZUZCF,Exclude,3,97,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,95
VQNKFKR9,Include,3,90,3,,0,3,True,Include,Include,Include,,,,95,80,95
VS2HV86D,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
VSHRKNJ5,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
VUEEUWHS,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
VVJAEVKY,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
VVJRRFFR,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
VWHP8MNI,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
VZXP36H5,Include,3,90,3,,0,3,True,Include,Include,Include,,,,95,80,95
W2DSB55E,Include,2,97,3,,0,3,False,Include,Exclude,Include,,E2,,95,100,95
W2UQD4DE,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
W38XKRGE,Exclude,3,95,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,90,100,95
W3V6IDKE,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
W5ZJCUQU,Exclude,3,100,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,100,100,100
W6IDR7LU,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
W6RB9442,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
W8C6TIT8,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
W8NLYVWW,Exclude,2,87,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,85,80,95
WAJHJ252,Include,2,87,3,,0,3,False,Include,Exclude,Include,,E2,,85,80,95
WAMQATPM,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
WBW9UKXN,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
WC2GENEF,Include,2,87,3,,0,3,False,Include,Exclude,Include,,E2,,85,80,95
WCR2RREL,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
WD6IQLSK,Include,3,90,3,,0,3,True,Include,Include,Include,,,,95,80,95
WEFFNLRY,Include,2,91,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,98
WG6WBJAK,Include,2,90,3,,0,3,False,Include,Include,Exclude,,,E2,95,80,95
WGYX34PL,Exclude,3,100,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,100,100,100
WJ3GQ9C6,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
WJDK286K,Exclude,3,97,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,90,100,100
WKG2FTKB,Exclude,3,97,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,90,100,100
WKIAXB9J,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
WKPU9F2B,Include,2,91,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,98
WMDUJIN3,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
WMK9SFVV,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
WNJV88UA,Exclude,2,88,3,,0,3,False,Include,Exclude,Exclude,,E2,E5,90,80,95
WNLTKEP3,Include,3,90,3,,0,3,True,Include,Include,Include,,,,95,80,95
WNN27GGA,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
WNT3WKCU,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
WPF3RRV7,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
WPM44HT6,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
WQRLVL9D,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
WTSTHJQ2,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
WV4QJ92S,Exclude,3,100,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,100,100,100
WV95C2VZ,Exclude,3,93,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,80,100
WVHYWUSF,Exclude,2,93,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,100,80,100
WWKAQL3R,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,98,100,95
WX43W2V8,Include,3,92,3,,0,3,True,Include,Include,Include,,,,98,80,98
WXTDV3QV,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
WXXBWN4Z,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
WY7U7GCW,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
WZACDPUN,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
X3M65BSN,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
X58NMJ94,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
X6SNDIX4,Exclude,2,97,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,95,100,95
X6TIU49U,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
X9FUIUVJ,Exclude,3,100,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,100,100,100
X9UN7FYB,Exclude,3,93,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,80,100
XAMFU3WX,Exclude,2,90,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,95,80,95
XAN9C7PT,Include,3,97,3,,0,3,True,Include,Include,Include,,,,95,100,95
XD9BB8H9,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
XDFKVB2V,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
XDKYNM6F,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,100,80,90
XELN5VSH,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
XF35CLEN,Include,3,90,3,,0,3,True,Include,Include,Include,,,,95,80,95
XFRZF5ZL,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
XGV47VFS,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
XIWUIVZR,Include,2,91,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,98
XJ7FPH72,Exclude,2,92,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,95,80,100
XL6EUN6L,Include,2,93,3,,0,3,False,Include,Exclude,Include,,E2,,100,80,100
XLSKPVGM,Exclude,2,93,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,100,80,100
XLYTBQHY,Exclude,3,93,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,90
XMDCSJ7C,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
XMUTP5E9,Exclude,3,97,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,90,100,100
XPAI8KSV,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
XR5X73Z4,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
XS4XLKTM,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
XSDUGRZB,Exclude,3,97,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,90,100,100
XSYHKFTZ,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
XTZMJDGN,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
XUVUXD2G,Exclude,3,100,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,100,100,100
XVV2ZLQN,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
XVXKXQ3T,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
XWDVIR5F,Include,2,92,3,,0,3,False,Include,Exclude,Include,,E2,,100,80,95
XWVDC7ML,Exclude,3,90,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,95
XZL6KLEF,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
XZY3WI3J,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,98
Y2WD86MK,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
Y55Z6LSR,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
Y5LH8Y4G,Exclude,3,98,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,95,100,100
Y5P5GSVU,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
Y5VMG7L5,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
Y63S9VCG,Include,3,90,3,,0,3,True,Include,Include,Include,,,,95,80,95
Y8SF3SKK,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
Y8T35EAX,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
Y9N6W2HQ,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
Y9XIP7NV,Exclude,3,97,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,95
YATU4QZ6,Include,3,91,3,,0,3,True,Include,Include,Include,,,,95,80,98
YDYPWJTV,Include,3,92,3,,0,3,True,Include,Include,Include,,,,100,80,95
YFWYPMJN,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
YFYIBBSG,Exclude,3,93,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,85,100,95
YGTKHNFK,Exclude,3,92,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,95,80,100
YHIY6EIW,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
YI5K5659,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
YIDGRNGB,Exclude,3,90,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,95
YKB5HGHD,Exclude,3,99,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,98,100,100
YKFYV2DG,Exclude,3,93,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,80,100
YMP5VU4D,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
YP79I34A,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
YPAIFY92,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
YPGWCP4F,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
YPQGBXHK,Include,3,98,3,,0,3,True,Include,Include,Include,,,,95,100,100
YRS5MW78,Exclude,3,99,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,98,100,100
YSMMF5VK,Exclude,3,90,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,80,100
YUFE3NBC,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
YVGMB9TR,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
YVNK2JQF,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
YVUQHI7U,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
YVZLDAT4,Include,3,90,3,,0,3,True,Include,Include,Include,,,,95,80,95
YWCAIESA,Include,2,98,3,,0,3,False,Include,Include,Exclude,,,E2,95,100,100
YWFV6NIF,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
YY4EBZCD,Exclude,3,100,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,100,100,100
YYHNGCQ5,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
YZITM8C7,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
YZWPVF93,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
Z2KPYQ5I,Exclude,3,88,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,90,80,95
Z2UFKJYT,Exclude,3,83,3,E2,2,3,True,Exclude,Exclude,Exclude,E2,E2,E5,50,100,100
Z2XJY3EB,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
Z4FRE9XL,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
Z64T84IR,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
ZAFVHJ4V,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
ZBR8ND7H,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,95
ZCK264BW,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
ZCKN39B4,Exclude,2,93,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,100,80,100
ZCMIA3R7,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
ZCVZL5FI,Exclude,2,85,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,80,80,95
ZESZVCBA,Exclude,3,100,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,100,100,100
ZGC76NRG,Exclude,2,90,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,95,80,95
ZGIRGK5N,Exclude,2,90,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,95,80,95
ZIKMI56Y,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
ZITX5QPI,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
ZJ8TULU9,Exclude,2,82,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,70,80,95
ZMZWSALZ,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
ZN9JXDAW,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
ZNREV9GJ,Include,3,92,3,,0,3,True,Include,Include,Include,,,,95,80,100
ZP5I846K,Exclude,2,98,3,E2,2,3,False,Exclude,Include,Exclude,E2,,E2,95,100,100
ZPH6NQEQ,Exclude,3,100,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,100,100,100
ZPT2L3UK,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
ZQMEYHIG,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
ZQZFHK8K,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
ZRB6Q3PW,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
ZRQVLF9P,Exclude,3,93,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,80,100
ZSH3PN4N,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
ZSH49MJ4,Exclude,3,100,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,100,100,100
ZT96LULS,Exclude,3,100,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,100,100,100
ZTJDXH32,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
ZU3NASZZ,Exclude,3,97,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,95
ZWM3WR9L,Exclude,3,67,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,0,100,100
ZX26M4YI,Include,3,91,3,,0,3,True,Include,Include,Include,,,,95,80,98
ZX28HS2Q,Exclude,3,97,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,90,100,100
ZXMIEQFW,Exclude,3,67,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,20,80,100
ZY5ZRW2J,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
ZYPKSPGR,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
ZYYHT4XC,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
